;qid;instanceLabel;dateBirth;pic;sex;instance;STR_ESID;STN_LABEL;STN_LABEL_FINAL
1234;Q42717;Q5;1340-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Arnold%20Erni%20Winkelried.jpg;male;Person;10099010;Winkelriedstrasse;Winkelried
1235;Q42717;Q5;1340-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Arnold%20Erni%20Winkelried.jpg;male;Person;10056511;Winkelriedstrasse;Winkelried
1236;Q125155;Q5;1842-03-20T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Gedenktafel%20Johannes%20Dierauer%20Rathaus%20Berneck.jpg;male;Person;10230751;Dierauertreppe;Dierauertreppe
1237;Q77338;Q5;1740-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20claudius.jpg;male;Person;10176213;Claudiusstrasse;Claudius
1238;Q7312;Q5;1797-01-31T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Schubert%20by%20Wilhelm%20August%20Rieder%201875%20cropped.jpg;male;Person;10115252;Schubertweg;Schubert
1239;Q7312;Q5;1797-01-31T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Schubert%20by%20Wilhelm%20August%20Rieder%201875%20cropped.jpg;male;Person;10087773;Schubertweg;Schubert
1240;Q64285;Q70208;9999;http://commons.wikimedia.org/wiki/Special:FilePath/6476%20-%20Stansstad%20-%20Bahnhofstrasse.JPG;;Ortschaft;10018619;Stansstaderstrasse;Stansstader
1241;Q52155765;Q5;1864-11-28T00:00:00Z;kein;male;Person;10175946;Bornweg;Born
1242;Q52155765;Q5;1864-11-28T00:00:00Z;kein;male;Person;10111109;Bornweg;Born
1243;Q52155765;Q5;1864-11-28T00:00:00Z;kein;male;Person;10189100;Bornweg;Born
1244;Q52155765;Q5;1864-11-28T00:00:00Z;kein;male;Person;10184258;Bornweg;Born
1245;Q52155765;Q5;1864-11-28T00:00:00Z;kein;male;Person;10036161;Bornweg;Born
1246;Q52155765;Q5;1864-11-28T00:00:00Z;kein;male;Person;10091037;Bornweg;Born
1247;Q52155765;Q5;1864-11-28T00:00:00Z;kein;male;Person;10057768;Bornweg;Born
1248;Q52155765;Q5;1864-11-28T00:00:00Z;kein;male;Person;10027269;Bornweg;Born
1249;Q72510;Q5;1831-04-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Anker%20-%20Selbstbildnis%20im%20Profil%2C%20nach%20links.jpg;male;Person;10087217;Ankerstrasse;Anker
1250;Q72510;Q5;1831-04-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Anker%20-%20Selbstbildnis%20im%20Profil%2C%20nach%20links.jpg;male;Person;10188562;Ankerstrasse;Anker
1251;Q72510;Q5;1831-04-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Anker%20-%20Selbstbildnis%20im%20Profil%2C%20nach%20links.jpg;male;Person;10008060;Ankerstrasse;Anker
1252;Q72510;Q5;1831-04-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Anker%20-%20Selbstbildnis%20im%20Profil%2C%20nach%20links.jpg;male;Person;10069373;Ankerstrasse;Anker
1253;Q72510;Q5;1831-04-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Anker%20-%20Selbstbildnis%20im%20Profil%2C%20nach%20links.jpg;male;Person;10066468;Ankerstrasse;Anker
1254;Q72510;Q5;1831-04-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Anker%20-%20Selbstbildnis%20im%20Profil%2C%20nach%20links.jpg;male;Person;10229878;Ankerstrasse;Anker
1255;Q72510;Q5;1831-04-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Anker%20-%20Selbstbildnis%20im%20Profil%2C%20nach%20links.jpg;male;Person;10072290;Ankerstrasse;Anker
1256;Q72510;Q5;1831-04-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Anker%20-%20Selbstbildnis%20im%20Profil%2C%20nach%20links.jpg;male;Person;10016843;Ankerstrasse;Anker
1257;Q72510;Q5;1831-04-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Anker%20-%20Selbstbildnis%20im%20Profil%2C%20nach%20links.jpg;male;Person;10054818;Ankerstrasse;Anker
1258;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10223007;Rue du Midi;Midi
1259;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10108625;Rue du Midi;Midi
1260;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10040802;Rue du Midi;Midi
1261;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10044547;Rue du Midi;Midi
1262;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10128061;Rue du Midi;Midi
1263;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10041571;Rue du Midi;Midi
1264;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10100356;Rue du Midi;Midi
1265;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10039912;Rue du Midi;Midi
1266;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10176235;Rue du Midi;Midi
1267;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10043548;Rue du Midi;Midi
1268;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10181564;Rue du Midi;Midi
1269;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10184615;Rue du Midi;Midi
1270;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10037071;Rue du Midi;Midi
1271;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10048072;Rue du Midi;Midi
1272;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10115949;Rue du Midi;Midi
1273;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10061170;Rue du Midi;Midi
1274;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10101314;Rue du Midi;Midi
1275;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10172795;Rue du Midi;Midi
1276;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10183163;Rue du Midi;Midi
1277;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10004545;Rue du Midi;Midi
1278;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10079636;Rue du Midi;Midi
1279;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10103922;Rue du Midi;Midi
1280;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10175652;Rue du Midi;Midi
1281;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10235201;Rue du Midi;Midi
1282;Q168182;Q25235;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Big%20Ben%20um%2012%20Uhr.jpg;;Andere;10235205;Rue du Midi;Midi
1283;Q159834;Q5;0655-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20de%20Lieja-Delcour.jpg;male;Person;10176530;Hubertusstrasse;Hubertus
1284;Q159834;Q5;0655-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20de%20Lieja-Delcour.jpg;male;Person;10053052;Hubertusstrasse;Hubertus
1285;Q950840;Q5;1479-01-01T00:00:00Z;kein;male;Person;10182558;Rue Mathurin-Cordier;Mathurin Cordier
1286;Q3260365;Q5;1759-01-26T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Louis-Auguste%20Curtat.png;male;Person;10044963;Rue Louis-Auguste-Curtat;Louis AuguCurtat
1287;Q106804827;Q5;1757-01-01T00:00:00Z;kein;male;Person;10073303;Girtannerweg;Girtanner
1288;Q1458423;Q5;1830-12-08T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Denkmal%20Friedrich%20Bernhard%20Wartmann%20St.%20Gallen.jpg;male;Person;10188077;Wartmannstrasse;Wartmann
1289;Q123734;Q5;1828-05-21T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Rudolfkoller.jpg;male;Person;10229588;Kollertreppe;Kollertreppe
1290;Q77742;Q5;1736-06-28T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/PfeffelGC.jpg;male;Person;10026182;Pfeffelstrasse;Pfeffel
1291;Q95291;Q5;1808-07-08T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Stoeber.jpg;male;Person;10063842;Stöberstrasse;Stöber
1292;Q122370;Q5;1819-07-19T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Ganz%20Gottfried%20Keller%201885.jpg;male;Person;10087588;Gottfried Keller-Strasse;Gottfried Keller
1293;Q122370;Q5;1819-07-19T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Ganz%20Gottfried%20Keller%201885.jpg;male;Person;10122763;Gottfried Keller-Strasse;Gottfried Keller
1294;Q77864;Q5;1780-01-12T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm%20martin%20leberecht%20de%20wette.jpg;male;Person;10089607;De Wette-Strasse;Wette
1295;Q55842868;Q5;1508-01-01T00:00:00Z;kein;male;Person;10089599;Henric Petri-Strasse;Henric Petri
1296;Q30908;Q15632617;9999;http://commons.wikimedia.org/wiki/Special:FilePath/Danise%20in%20%22William%20Tell%22%20LCCN2014715543.jpg;male;Andere;10228162;Telltreppe;Telltreppe
1297;Q329490;Q5;1828-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/FrankBuchser.jpg;male;Person;10030019;Buchserstrasse;Buchser
1298;Q329490;Q5;1828-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/FrankBuchser.jpg;male;Person;10083715;Buchserstrasse;Buchser
1299;Q329490;Q5;1828-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/FrankBuchser.jpg;male;Person;10138028;Buchserstrasse;Buchser
1300;Q329490;Q5;1828-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/FrankBuchser.jpg;male;Person;10070292;Buchserstrasse;Buchser
1301;Q329490;Q5;1828-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/FrankBuchser.jpg;male;Person;10029812;Buchserstrasse;Buchser
1302;Q329490;Q5;1828-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/FrankBuchser.jpg;male;Person;10122471;Buchserstrasse;Buchser
1303;Q329490;Q5;1828-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/FrankBuchser.jpg;male;Person;10189866;Buchserstrasse;Buchser
1304;Q329490;Q5;1828-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/FrankBuchser.jpg;male;Person;10060006;Buchserstrasse;Buchser
1305;Q329490;Q5;1828-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/FrankBuchser.jpg;male;Person;10060774;Buchserstrasse;Buchser
1306;Q329490;Q5;1828-08-15T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/FrankBuchser.jpg;male;Person;10085456;Buchserstrasse;Buchser
1307;Q672079;Q5;1828-03-30T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Fran%C3%A7ois%20Bocion%20Selfportrait%201868.jpg;male;Person;10045004;Passage François-Louis-Bocion;Francois Louis Bocion
1308;Q695904;Q5;1816-08-22T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Minister%20Aepli.jpg;male;Person;10093859;Aeplistrasse;Aepli
1309;Q695904;Q5;1816-08-22T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Minister%20Aepli.jpg;male;Person;10026713;Aeplistrasse;Aepli
1310;Q1334653;Q5;1846-12-14T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Rudolf%20M%C3%BCnger.JPG;male;Person;10006813;Friedlistrasse;Friedli
1311;Q1334653;Q5;1846-12-14T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Rudolf%20M%C3%BCnger.JPG;male;Person;10099753;Friedlistrasse;Friedli
1312;Q1539803;Q5;1775-10-16T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/GottliebJakobKuhn.jpg;male;Person;10062367;Kuhnweg;Kuhn
1313;Q116168;Q5;1782-03-04T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Johann%20Rudolf%20Wyss%20%28der%20J%C3%BCngere%29.jpg;male;Person;10175950;Wyssweg;Wyss
1314;Q122358;Q5;1797-10-04T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JeremiasGotthelf.jpg;male;Person;10057886;Bitziusstrasse;Bitzius
1315;Q122358;Q5;1797-10-04T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JeremiasGotthelf.jpg;male;Person;10178772;Bitziusstrasse;Bitzius
1316;Q1435639;Q8436;9999;kein;;Person;10007943;Wattenwylweg;Wattenwyl
1317;Q106755347;;;;;;10159589;Monument im Fruchtland;Monument Fruchtland
1318;Q671236;Q5;1877-08-16T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait%202%20Augusto%20Giacometti%20%281947%29.jpg;male;Person;10094932;Giacomettistrasse;Giacometti
1319;Q671236;Q5;1877-08-16T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait%202%20Augusto%20Giacometti%20%281947%29.jpg;male;Person;10102637;Giacomettistrasse;Giacometti
1320;Q671236;Q5;1877-08-16T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Self-Portrait%202%20Augusto%20Giacometti%20%281947%29.jpg;male;Person;10166089;Giacomettistrasse;Giacometti
1321;Q690693;Q5;1862-02-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Welti%20%281862%E2%80%931912%29%20Portr%C3%A4t%20von%201902.jpg;male;Person;10105261;Weltistrasse;Welti
1322;Q690693;Q5;1862-02-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Welti%20%281862%E2%80%931912%29%20Portr%C3%A4t%20von%201902.jpg;male;Person;10029376;Weltistrasse;Welti
1323;Q690693;Q5;1862-02-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Welti%20%281862%E2%80%931912%29%20Portr%C3%A4t%20von%201902.jpg;male;Person;10005158;Weltistrasse;Welti
1324;Q690693;Q5;1862-02-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Welti%20%281862%E2%80%931912%29%20Portr%C3%A4t%20von%201902.jpg;male;Person;10002000;Weltistrasse;Welti
1325;Q25973;Q5;1877-07-02T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Hermann%20Hesse%202.jpg;male;Person;10062362;Hesseweg;Hesse
1326;Q1462543;Q5;1897-08-27T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Traffelet%20Fritz%20-%20Staatsarchiv%20Bern%20FN%20Nydegger%2048%20B.jpg;male;Person;10007941;Traffeletweg;Traffelet
1327;Q177330;Q5;1868-07-24T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Max%20Buri%20in%20seinem%20Atelier%20in%20Brienz%2C%201907.jpg;male;Person;10113466;Buristrasse;Buri
1328;Q2571824;Q5;1865-06-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20von%20Wilhelm%20Balmer%20%281865%E2%80%931922%29%20Maler.jpg;male;Person;10009288;Balmerstrasse;Balmer
1329;Q2571824;Q5;1865-06-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20von%20Wilhelm%20Balmer%20%281865%E2%80%931922%29%20Maler.jpg;male;Person;10123144;Balmerstrasse;Balmer
1330;Q124154;Q5;1723-11-14T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Handmann%20Johann%20Ludwig%20Aberli.jpg;male;Person;10139495;Aberlistrasse;Aberli
1331;Q637057;Q5;1895-03-30T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Lutz%20fortepan%20105824.jpg;male;Person;10006807;Carl-Lutz-Weg;Carl Lutz
1332;Q117304;Q5;1475-01-01T00:00:00Z;kein;male;Person;10175942;Anshelmstrasse;Anshelm
1333;Q55133994;Q5;1805-01-01T00:00:00Z;kein;male;Person;10009283;Trechselstrasse;Trechsel
1334;Q1692415;Q5;1792-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/StaatsarchivBern-T.B.Personen-719.jpg;male;Person;10083711;Tillierstrasse;Tillier
1335;Q937;Q5;1879-03-14T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Einstein%20Head.jpg;male;Person;10046152;Einsteinstrasse;Einstein
1336;Q18816421;Q5;1814-02-27T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/ETH-BIB-Denzler%2C%20Hans%20Heinrich%20%281814-1876%29-Portrait-Portr%2008919.tif%20%28cropped%29.jpg;male;Person;10175943;Denzlerstrasse;Denzler
1337;Q18816421;Q5;1814-02-27T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/ETH-BIB-Denzler%2C%20Hans%20Heinrich%20%281814-1876%29-Portrait-Portr%2008919.tif%20%28cropped%29.jpg;male;Person;10124106;Denzlerstrasse;Denzler
1338;Q13573667;Q2058199;9999;kein;;Person;10084928;Dittlingerweg;Dittlinger
1339;Q116307;Q5;1833-12-17T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20Wild.jpg;male;Person;10007793;Wildstrasse;Wild
1340;Q116307;Q5;1833-12-17T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20Wild.jpg;male;Person;10009285;Wildstrasse;Wild
1341;Q116307;Q5;1833-12-17T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Heinrich%20Wild.jpg;male;Person;10099757;Wildstrasse;Wild
1342;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10187863;Steinerstrasse;Steiner
1343;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10163272;Steinerstrasse;Steiner
1344;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10007937;Steinerstrasse;Steiner
1345;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10050772;Steinerstrasse;Steiner
1346;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10096630;Steinerstrasse;Steiner
1347;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10017789;Steinerstrasse;Steiner
1348;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10127859;Steinerstrasse;Steiner
1349;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10223169;Steinerstrasse;Steiner
1350;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10117513;Steinerstrasse;Steiner
1351;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10244297;Steinerstrasse;Steiner
1352;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10067898;Steinerstrasse;Steiner
1353;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10248019;Steinerstrasse;Steiner
1354;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10081253;Steinerstrasse;Steiner
1355;Q123514;Q5;1796-03-18T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/JakobSteiner.jpg;male;Person;10183300;Steinerstrasse;Steiner
1356;Q117489;Q5;1857-09-02T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Stauffer-Bern.jpg;male;Person;10007936;Staufferstrasse;Stauffer
1357;Q117489;Q5;1857-09-02T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Stauffer-Bern.jpg;male;Person;10146825;Staufferstrasse;Stauffer
1358;Q683867;Q5;1637-07-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Werner%20-%20Self-portrait.jpg;male;Person;10007944;Wernerstrasse;Werner
1359;Q683867;Q5;1637-07-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Joseph%20Werner%20-%20Self-portrait.jpg;male;Person;10010037;Wernerstrasse;Werner
1360;Q125255;Q5;1496-02-12T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Schertlin%20von%20Burtenbach%20Dominicus%20Custos.jpg;male;Person;10089614;Schertlingasse;Schertlin
1361;Q123450;Q5;1482-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Johannes%20Oecolampadius%20by%20Asper.jpg;male;Person;10087601;Oekolampadstrasse;Oekolampad
1362;Q119313;Q5;1370-01-01T00:00:00Z;kein;male;Person;10009278;Justingerweg;Justinger
1363;Q99138;Q5;1390-01-01T00:00:00Z;kein;male;Person;10006811;Ensingerstrasse;Ensinger
1364;Q1990454;Q5;1760-03-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Legrand%20N%20F%20von%20M%C3%BClinen.jpg;male;Person;10050908;Mülinenstrasse;Mülinen
1365;Q1990454;Q5;1760-03-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Legrand%20N%20F%20von%20M%C3%BClinen.jpg;male;Person;10115241;Mülinenstrasse;Mülinen
1366;Q57338485;Q5;1400-01-01T00:00:00Z;kein;male;Person;10007930;Ringoltingenstrasse;Ringoltingen
1367;Q87740722;Q5;1373-01-01T00:00:00Z;kein;male;Person;10007919;Hofmeisterstrasse;Hofmeister
1368;Q32156687;Q5;1687-12-26T00:00:00Z;kein;male;Person;10007932;Schildknechtstrasse;Schildknecht
1369;Q16321137;Q198;9999;kein;;Andere;10083731;Wendschatzstrasse;Wendschatz
1370;Q15430386;Q5;1547-11-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Die%20Schultheissenbilder%20der%20Berner%20Stadtbibliothek%2C%20Nr.%2014.jpg;male;Person;10007931;Sagerstrasse;Sager
1371;Q15836845;Q5;1419-01-01T00:00:00Z;kein;male;Person;10046163;Scharnachtalstrasse;Scharnachtal
1372;Q1379653;Q5;1500-01-01T00:00:00Z;kein;male;Person;10004674;Kistlerweg;Kistler
1373;Q1379653;Q5;1500-01-01T00:00:00Z;kein;male;Person;10007921;Kistlerweg;Kistler
1374;Q24175475;Q5;1747-11-19T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Portret%20van%20David%20M%C3%BCslin%2C%20RP-P-1908-2672.jpg;male;Person;10180923;Müslinweg;Müslin
1375;Q427221;Q5;1140-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/StIdda.jpg;female;Person;10229528;Iddaweg;Idda
1376;Q68074;Q5;0910-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Walthariuslied.jpg;male;Person;10033130;Ekkehardstrasse;Ekkehard
1377;Q68074;Q5;0910-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Walthariuslied.jpg;male;Person;10027014;Ekkehardstrasse;Ekkehard
1378;Q68074;Q5;0910-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Walthariuslied.jpg;male;Person;10004223;Ekkehardstrasse;Ekkehard
1379;Q78084;Q5;0950-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Hadwig%20%28Schwaben%29.jpg;female;Person;10103364;Hadwigstrasse;Hadwig
1380;Q78084;Q5;0950-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Hadwig%20%28Schwaben%29.jpg;female;Person;10139331;Hadwigstrasse;Hadwig
1381;Q78084;Q5;0950-01-01T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Hadwig%20%28Schwaben%29.jpg;female;Person;10021924;Hadwigstrasse;Hadwig
1382;Q50357405;Q5;0950-01-01T00:00:00Z;kein;male;Person;10225314;Burkhardstrasse;Burkhard
1383;Q4216917;Q5;1777-10-26T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Kasthofer%20%281777-1853%29%20-%20Staatsarchiv%20Bern%20T.B.%20Personen%20349.jpg;male;Person;10046157;Kasthoferstrasse;Kasthofer
1384;Q106676396;Q5;1706-01-01T00:00:00Z;kein;male;Person;10061240;Gruberstrasse;Gruber
1385;Q106676396;Q5;1706-01-01T00:00:00Z;kein;male;Person;10031572;Gruberstrasse;Gruber
1386;Q106676396;Q5;1706-01-01T00:00:00Z;kein;male;Person;10091290;Gruberstrasse;Gruber
1387;Q12091;Q5;1828-05-08T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Dunant-young.jpg;male;Person;10006809;Dunantstrasse;Dunant
1388;Q12091;Q5;1828-05-08T00:00:00Z;http://commons.wikimedia.org/wiki/Special:FilePath/Henry%20Dunant-young.jpg;male;Person;10151065;Dunantstrasse;Dunant
